¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1904"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
53,1041»O»È»ñ¤s,35.95,2000,0,,54,1042»O»È»O«n,34.45,1000,0 
55,1042»O»È»O«n,34.50,2000,0,,56,1042»O»È»O«n,34.75,0,1000 
57,1042»O»È»O«n,34.80,1000,0,,58,1042»O»È»O«n,35.10,1000,0 
59,1042»O»È»O«n,35.15,5000,0,,60,1042»O»È»O«n,35.20,0,1000 
61,1042»O»È»O«n,35.25,0,1000,,62,1042»O»È»O«n,35.60,5000,0 
63,1042»O»È»O«n,35.95,5000,0,,64,1043»O»È¥ÁÅv,34.80,0,1000 
65,1043»O»È¥ÁÅv,34.95,0,1000,,66,1043»O»È¥ÁÅv,35.20,0,2000 
67,1043»O»È¥ÁÅv,35.70,1000,0,,68,104A»O»È»O¤¤,34.35,0,2000 
69,104A»O»È»O¤¤,34.40,0,1000,,70,104A»O»È»O¤¤,34.45,2000,12000 
71,104A»O»È»O¤¤,34.65,1000,0,,72,104A»O»È»O¤¤,34.90,0,2000 
73,104A»O»È»O¤¤,35.10,1,0,,74,104A»O»È»O¤¤,35.20,500,1000 
75,104A»O»È»O¤¤,35.30,1000,0,,76,104A»O»È»O¤¤,35.35,0,2000 
77,104A»O»È»O¤¤,35.50,1000,0,,78,104A»O»È»O¤¤,35.60,3000,0 
79,104A»O»È»O¤¤,35.70,1000,0,,80,104A»O»È»O¤¤,35.80,10000,0 
81,104C»O»È°ª¶¯,34.40,0,1000,,82,104C»O»È°ª¶¯,35.05,1000,0 
83,104C»O»È°ª¶¯,35.45,0,2000,,84,104C»O»È°ª¶¯,35.55,2000,0 
85,1110¥ø    »È,34.80,5000,0,,86,1110¥ø    »È,35.40,0,1000 
87,1110¥ø    »È,35.45,1000,0,,88,1110¥ø    »È,35.95,4000,0 
89,1113¥ø»È¤E¦p,35.30,4000,0,,90,1113¥ø»È¤E¦p,35.50,0,4000 
91,1113¥ø»È¤E¦p,35.60,4000,0,,92,1113¥ø»È¤E¦p,35.80,0,4000 
93,1114¥ø»È¹Å¸q,34.85,2000,0,,94,1114¥ø»È¹Å¸q,35.10,3000,0 
95,1114¥ø»È¹Å¸q,35.55,1000,0,,96,1114¥ø»È¹Å¸q,35.60,0,3000 
97,1115¥ø»È¤Ó¥­,34.90,0,2000,,98,1116¥ø»È«ÌªF,34.40,1000,0 
99,1116¥ø»È«ÌªF,34.90,0,1000,,100,1116¥ø»È«ÌªF,35.80,1000,0 
101,1117¥ø»È¦Ë¥_,34.40,1000,0,,102,1117¥ø»È¦Ë¥_,34.70,1000,0 
103,1117¥ø»È¦Ë¥_,34.75,0,1000,,104,1117¥ø»È¦Ë¥_,34.95,1000,0 
105,1118¥ø»ÈÂ×­ì,34.50,0,1000,,106,1119¥ø»È©£¤s,34.65,0,1000 
107,1119¥ø»È©£¤s,35.50,1000,0,,108,111A¥ø»È¥Á¶¯,34.40,1000,0 
109,111E¥ø»È®ç¶é,34.65,1000,0,,110,1160¤é    ²±,34.80,0,3000 
111,1160¤é    ²±,35.20,5000,0,,112,1160¤é    ²±,35.35,3000,4000 
113,1160¤é    ²±,35.45,1000,0,,114,1161¤é²±©¾§µ,34.40,1000,0 
115,1161¤é²±©¾§µ,34.50,1000,0,,116,1161¤é²±©¾§µ,34.70,1000,0 
117,1161¤é²±©¾§µ,34.80,2000,0,,118,1161¤é²±©¾§µ,34.90,2000,0 
119,1161¤é²±©¾§µ,35.00,2000,0,,120,1161¤é²±©¾§µ,35.10,1000,0 
121,1161¤é²±©¾§µ,35.20,2000,0,,122,1161¤é²±©¾§µ,35.55,0,1000 
123,1161¤é²±©¾§µ,35.70,2000,0,,124,1162¤é²±¥x«n,35.00,2000,4000 
125,1162¤é²±¥x«n,35.75,0,1000,,126,1163¤é²±¥x¤¤,34.90,1000,0 
127,1163¤é²±¥x¤¤,35.00,1000,0,,128,1163¤é²±¥x¤¤,35.05,6000,0 
129,1163¤é²±¥x¤¤,35.10,0,5000,,130,1163¤é²±¥x¤¤,35.15,1000,0 
131,1163¤é²±¥x¤¤,35.20,0,3000,,132,1163¤é²±¥x¤¤,35.35,2000,0 
133,1163¤é²±¥x¤¤,35.40,0,4000,,134,1163¤é²±¥x¤¤,35.50,0,2000 
135,1163¤é²±¥x¤¤,35.75,2000,0,,136,1164¤é²±¤º´ò,35.10,0,1000 
137,1164¤é²±¤º´ò,35.80,1000,0,,138,1165¤é²±ªO¾ô,35.05,0,4000 
139,1165¤é²±ªO¾ô,35.30,0,5000,,140,1165¤é²±ªO¾ô,35.40,5000,1000 
141,1165¤é²±ªO¾ô,35.70,0,1000,,142,1165¤é²±ªO¾ô,35.95,0,1000 
143,1166¤é²±Âù©M,34.75,0,6000,,144,1166¤é²±Âù©M,35.20,80,0 
145,1166¤é²±Âù©M,35.35,0,1000,,146,1166¤é²±Âù©M,35.40,0,2000 
147,1166¤é²±Âù©M,35.45,1000,0,,148,1166¤é²±Âù©M,35.50,1000,0 
149,1166¤é²±Âù©M,35.55,1000,0,,150,1167¤é²±¹Å¸q,35.35,5000,0 
151,1167¤é²±¹Å¸q,35.40,10000,0,,152,1167¤é²±¹Å¸q,35.60,0,10000 
153,1168¤é²±°ª¶¯,35.15,1000,0,,154,1168¤é²±°ª¶¯,35.20,0,306 
155,1168¤é²±°ª¶¯,35.50,0,1000,,156,1169¤é²±¤hªL,35.00,0,1000 
157,1169¤é²±¤hªL,35.10,0,1000,,158,1169¤é²±¤hªL,35.20,0,1000 
159,1169¤é²±¤hªL,35.25,1000,0,,160,1169¤é²±¤hªL,35.30,0,1000 
161,1169¤é²±¤hªL,35.60,0,2000,,162,1169¤é²±¤hªL,35.70,3000,0 
163,1169¤é²±¤hªL,35.80,1000,0,,164,1169¤é²±¤hªL,35.85,1000,0 
165,1169¤é²±¤hªL,35.95,2000,0,,166,116A¤é²±¤ì¬],34.70,1000,2000 
167,116A¤é²±¤ì¬],34.95,2000,0,,168,116b¤é²±¶é°Ï,34.50,0,1000 
169,116b¤é²±¶é°Ï,34.80,1,0,,170,116b¤é²±¶é°Ï,35.00,1000,0 
171,116B¤é²±¤¤Ãc,35.10,1000,0,,172,116B¤é²±¤¤Ãc,35.20,0,40 
173,116B¤é²±¤¤Ãc,35.60,1000,0,,174,116C¤é²±¤K¼w,34.40,1000,0 
175,116d¤é²±¤T®l,34.70,0,2000,,176,116e¤é²±¦Ë¥_,34.45,5000,0 
177,116e¤é²±¦Ë¥_,34.70,5000,0,,178,116e¤é²±¦Ë¥_,34.80,5000,0 
179,116e¤é²±¦Ë¥_,34.85,10000,0,,180,116e¤é²±¦Ë¥_,34.90,5000,0 
181,116e¤é²±¦Ë¥_,35.20,0,3000,,182,116e¤é²±¦Ë¥_,35.30,0,1000 
183,116e¤é²±¦Ë¥_,35.35,0,32000,,184,116e¤é²±¦Ë¥_,35.50,2000,0 
185,116e¤é²±¦Ë¥_,36.00,3000,0,,186,116E¤é²±¤T­«,34.50,2000,0 
187,116E¤é²±¤T­«,35.35,0,2000,,188,116f¤é²±´_¿³,34.40,1000,0 
189,116f¤é²±´_¿³,34.80,0,1000,,190,116f¤é²±´_¿³,34.85,0,8000 
191,116F¤é²±­ûªL,34.40,1000,0,,192,116F¤é²±­ûªL,34.55,1000,0 
193,116F¤é²±­ûªL,34.80,1000,0,,194,116F¤é²±­ûªL,35.45,0,1000 
195,116g¤é²±Às¼æ,34.80,5000,0,,196,116g¤é²±Às¼æ,34.95,0,15000 
197,116g¤é²±Às¼æ,35.75,16000,0,,198,116g¤é²±Às¼æ,35.90,0,1000 
199,116G¤é²±´º¬ü,34.35,1000,0,,200,116G¤é²±´º¬ü,34.80,1000,0 
201,116G¤é²±´º¬ü,35.20,0,11000,,202,116G¤é²±´º¬ü,35.30,1000,0 
203,116G¤é²±´º¬ü,35.40,0,1000,,204,116G¤é²±´º¬ü,35.65,10000,0 
205,116G¤é²±´º¬ü,35.70,1000,0,,206,116G¤é²±´º¬ü,35.95,0,10000 
207,116H¤é²±·s¦Ë,34.80,15000,0,,208,116i¤é²±¾ðªL,34.60,5,0 
209,116i¤é²±¾ðªL,35.30,0,4000,,210,116I¤é²±«n¨Ê,35.15,1000,0 
211,116I¤é²±«n¨Ê,35.60,1,0,,212,116j¤é²±ÀY¥÷,35.15,1000,0 
213,116J¤é²±¤¤¤s,34.90,0,1000,,214,116J¤é²±¤¤¤s,35.15,0,400 
215,116k¤é²±¥_°ª,35.15,1000,4000,,216,116k¤é²±¥_°ª,35.25,0,1000 
217,116k¤é²±¥_°ª,35.35,0,2000,,218,116k¤é²±¥_°ª,35.50,0,1000 
219,116k¤é²±¥_°ª,35.75,1000,0,,220,116k¤é²±¥_°ª,35.80,0,1000 
221,116K¤é²±ªá½¬,34.90,1000,0,,222,116K¤é²±ªá½¬,35.20,10000,0 
223,116K¤é²±ªá½¬,35.35,0,10000,,224,116L¤é²±¤j¼[,34.50,0,2000 
225,116m¤é²±©M¬ü,34.90,0,2000,,226,116M¤é²±«ÌªF,34.45,0,2000 
227,116M¤é²±«ÌªF,35.30,1000,0,,228,116M¤é²±«ÌªF,35.75,1000,0 
229,116N¤é²±¥Ã±d,35.05,0,10000,,230,116P¤é²±«H¸q,34.35,0,6000 
231,116P¤é²±«H¸q,34.55,0,1000,,232,116P¤é²±«H¸q,35.10,3000,0 
233,116P¤é²±«H¸q,35.35,0,3000,,234,116P¤é²±«H¸q,35.40,0,2000 
235,116P¤é²±«H¸q,35.50,1000,0,,236,116Q¤é²±¤GªL,34.60,1000,0 
237,116Q¤é²±¤GªL,34.90,0,35000,,238,116Q¤é²±¤GªL,35.70,2000,0 
239,116s¤é²±¤g«°,35.20,0,2000,,240,116s¤é²±¤g«°,35.35,5000,0 
241,116s¤é²±¤g«°,35.80,2000,0,,242,116U¤é²±®ç¶é,34.80,1000,0 
243,116U¤é²±®ç¶é,35.05,2000,0,,244,116U¤é²±®ç¶é,35.40,0,3000 
245,116U¤é²±®ç¶é,35.70,1000,0,,246,116U¤é²±®ç¶é,35.95,0,1000 
247,116V¤é²±¤æ¤»,35.15,500,0,,248,116W¤é²±»ñ¤s,34.45,0,2000 
249,116W¤é²±»ñ¤s,34.75,1000,1000,,250,116W¤é²±»ñ¤s,35.35,3000,0 
251,116W¤é²±»ñ¤s,35.45,0,1000,,252,116W¤é²±»ñ¤s,35.80,1000,0 
253,116X¤é²±©yÄõ,35.40,0,2000,,254,116X¤é²±©yÄõ,35.50,0,1000 
255,116Z¤é²±¤¤©M,34.30,1000,0,,256,116Z¤é²±¤¤©M,34.50,0,1000 
257,116Z¤é²±¤¤©M,34.55,3000,0,,258,116Z¤é²±¤¤©M,34.60,3000,0 
259,116Z¤é²±¤¤©M,34.75,0,3000,,260,116Z¤é²±¤¤©M,35.25,2000,0 
261,116Z¤é²±¤¤©M,35.35,1000,0,,262,116Z¤é²±¤¤©M,35.50,0,2000 
263,116Z¤é²±¤¤©M,35.75,0,1000,,264,1230¹ü    »È,34.50,2000,0 
265,1230¹ü    »È,34.95,1000,0,,266,1230¹ü    »È,35.35,1000,0 
267,1232¹ü»È¤C½å,35.00,1000,0,,268,1233¹ü»È¥x¤¤,35.40,2000,0 
269,1233¹ü»È¥x¤¤,35.50,1000,0,,270,1233¹ü»È¥x¤¤,35.55,2000,0 
271,1260§»    »·,34.45,0,1000,,272,1260§»    »·,35.15,3000,0 
273,1260§»    »·,35.35,0,1000,,274,126D§»»·¥x«n,35.00,30,0 
275,126D§»»·¥x«n,35.15,0,100,,276,126D§»»·¥x«n,35.25,2000,0 
277,126D§»»·¥x«n,35.55,0,2000,,278,126H§»»·¤¤©M,34.40,2000,0 
279,126H§»»·¤¤©M,34.95,1000,0,,280,126H§»»·¤¤©M,35.15,1000,0 
281,126H§»»·¤¤©M,35.30,1000,0,,282,126Q§»»·°ª¶¯,34.90,5000,0 
283,126U§»»·À]«e,34.60,0,196,,284,126U§»»·À]«e,34.75,0,1000 
285,126U§»»·À]«e,34.80,1000,0,,286,126U§»»·À]«e,35.35,1000,0 
287,126X§»»··s¤Æ,35.15,5,0,,288,126X§»»··s¤Æ,35.20,2,0 
289,1380¥xÆW¶×¥ß,35.20,5000,0,,290,1380¥xÆW¶×¥ß,35.25,8000,0 
291,1380¥xÆW¶×¥ß,35.30,119000,0,,292,1380¥xÆW¶×¥ß,35.35,77000,0 
293,1440¬üªL,34.35,23000,0,,294,1440¬üªL,34.40,24000,0 
295,1440¬üªL,34.45,16000,0,,296,1440¬üªL,34.50,5000,0 
297,1440¬üªL,34.55,2000,0,,298,1440¬üªL,34.60,2000,0 
299,1440¬üªL,34.65,2000,0,,300,1440¬üªL,34.70,4000,2000 
301,1440¬üªL,34.75,31000,30000,,302,1440¬üªL,34.80,5000,24000 
303,1440¬üªL,34.85,19000,4000,,304,1440¬üªL,34.90,34000,8000 
305,1440¬üªL,34.95,8000,13000,,306,1440¬üªL,35.00,2000,22000 
307,1440¬üªL,35.05,2000,27000,,308,1440¬üªL,35.10,24000,0 
309,1440¬üªL,35.15,40000,58000,,310,1440¬üªL,35.20,49000,16000 
311,1440¬üªL,35.25,13000,3000,,312,1440¬üªL,35.30,20000,57000 
313,1440¬üªL,35.35,27000,30000,,314,1440¬üªL,35.40,30000,27000 
315,1440¬üªL,35.45,39000,16000,,316,1440¬üªL,35.50,10000,48000 
317,1440¬üªL,35.55,20000,4000,,318,1440¬üªL,35.60,27000,12000 
319,1440¬üªL,35.65,3000,15000,,320,1440¬üªL,35.70,2000,2000 
321,1440¬üªL,35.75,3000,0,,322,1440¬üªL,35.80,4000,0 
323,1440¬üªL,35.85,2000,11000,,324,1440¬üªL,35.90,1000,0 
325,1440¬üªL,35.95,3000,16000,,326,1470¥xÆW¼¯®Ú,34.35,0,2000 
327,1470¥xÆW¼¯®Ú,34.40,0,15000,,328,1470¥xÆW¼¯®Ú,34.45,0,15000 
329,1470¥xÆW¼¯®Ú,34.50,0,19000,,330,1470¥xÆW¼¯®Ú,34.55,0,1000 
331,1470¥xÆW¼¯®Ú,34.75,0,106000,,332,1470¥xÆW¼¯®Ú,34.80,0,21000 
333,1470¥xÆW¼¯®Ú,34.85,0,37000,,334,1470¥xÆW¼¯®Ú,34.90,0,25000 
335,1470¥xÆW¼¯®Ú,34.95,0,10000,,336,1470¥xÆW¼¯®Ú,35.00,0,1000 
337,1470¥xÆW¼¯®Ú,35.05,0,5000,,338,1470¥xÆW¼¯®Ú,35.10,0,1000 
339,1470¥xÆW¼¯®Ú,35.15,0,15000,,340,1470¥xÆW¼¯®Ú,35.20,0,25000 
341,1470¥xÆW¼¯®Ú,35.25,0,24000,,342,1470¥xÆW¼¯®Ú,35.30,0,25000 
343,1470¥xÆW¼¯®Ú,35.35,0,24000,,344,1470¥xÆW¼¯®Ú,35.40,0,50000 
345,1470¥xÆW¼¯®Ú,35.45,0,32000,,346,1470¥xÆW¼¯®Ú,35.50,4000,6000 
347,1470¥xÆW¼¯®Ú,35.55,0,5000,,348,1470¥xÆW¼¯®Ú,35.60,4000,15000 
349,1470¥xÆW¼¯®Ú,35.70,0,33000,,350,1470¥xÆW¼¯®Ú,35.75,0,5000 
351,1470¥xÆW¼¯®Ú,35.80,0,5000,,352,1470¥xÆW¼¯®Ú,35.85,0,2000 
353,1470¥xÆW¼¯®Ú,35.95,0,7000,,354,1480¬ü°Ó°ª²±,35.35,0,1000 
355,1520·ç¤h«H¶U,34.35,13000,0,,356,1520·ç¤h«H¶U,34.40,17000,1000 
357,1520·ç¤h«H¶U,34.45,24000,0,,358,1520·ç¤h«H¶U,34.50,5000,0 
359,1520·ç¤h«H¶U,34.55,3000,0,,360,1520·ç¤h«H¶U,34.60,1000,0 
361,1520·ç¤h«H¶U,34.65,6000,0,,362,1520·ç¤h«H¶U,34.70,4000,0 
363,1520·ç¤h«H¶U,34.75,64000,3000,,364,1520·ç¤h«H¶U,34.80,7000,2000 
365,1520·ç¤h«H¶U,34.85,39000,0,,366,1520·ç¤h«H¶U,34.90,65000,48000 
367,1520·ç¤h«H¶U,34.95,17000,1000,,368,1520·ç¤h«H¶U,35.05,21000,2000 
369,1520·ç¤h«H¶U,35.10,18000,0,,370,1520·ç¤h«H¶U,35.15,64000,1000 
371,1520·ç¤h«H¶U,35.20,58000,94000,,372,1520·ç¤h«H¶U,35.25,24000,1000 
373,1520·ç¤h«H¶U,35.30,28000,6000,,374,1520·ç¤h«H¶U,35.35,63000,11000 
375,1520·ç¤h«H¶U,35.40,32000,1000,,376,1520·ç¤h«H¶U,35.45,53000,1000 
377,1520·ç¤h«H¶U,35.50,12000,25000,,378,1520·ç¤h«H¶U,35.55,36000,38000 
379,1520·ç¤h«H¶U,35.60,10000,0,,380,1520·ç¤h«H¶U,35.65,2000,0 
381,1520·ç¤h«H¶U,35.70,13000,0,,382,1520·ç¤h«H¶U,35.75,7000,0 
383,1520·ç¤h«H¶U,35.80,6000,0,,384,1520·ç¤h«H¶U,35.85,6000,1000 
385,1520·ç¤h«H¶U,35.95,4000,0,,386,1560´ä°Ó³¥§ø,34.40,0,32000 
387,1560´ä°Ó³¥§ø,34.45,0,1000,,388,1560´ä°Ó³¥§ø,34.50,0,2000 
389,1560´ä°Ó³¥§ø,34.75,13000,3000,,390,1560´ä°Ó³¥§ø,34.80,38000,0 
391,1560´ä°Ó³¥§ø,34.85,115000,0,,392,1560´ä°Ó³¥§ø,34.90,166000,0 
393,1560´ä°Ó³¥§ø,34.95,129000,0,,394,1560´ä°Ó³¥§ø,35.00,71000,0 
395,1560´ä°Ó³¥§ø,35.05,51000,3000,,396,1560´ä°Ó³¥§ø,35.10,96000,0 
397,1560´ä°Ó³¥§ø,35.15,112000,0,,398,1560´ä°Ó³¥§ø,35.20,199000,0 
399,1560´ä°Ó³¥§ø,35.25,50000,0,,400,1560´ä°Ó³¥§ø,35.30,141000,5000 
401,1560´ä°Ó³¥§ø,35.35,189000,0,,402,1560´ä°Ó³¥§ø,35.40,169000,0 
403,1560´ä°Ó³¥§ø,35.45,66000,0,,404,1560´ä°Ó³¥§ø,35.50,26000,0 
405,1560´ä°Ó³¥§ø,35.55,42000,0,,406,1560´ä°Ó³¥§ø,35.60,45929,0 
407,1560´ä°Ó³¥§ø,35.65,27000,0,,408,1560´ä°Ó³¥§ø,35.70,39000,0 
409,1560´ä°Ó³¥§ø,35.75,43000,0,,410,1560´ä°Ó³¥§ø,35.80,30000,0 
411,1560´ä°Ó³¥§ø,35.85,25000,0,,412,1560´ä°Ó³¥§ø,35.90,4000,0 
413,1560´ä°Ó³¥§ø,35.95,39000,0,,414,1560´ä°Ó³¥§ø,36.00,25000,0 
415,1650·ç»È,34.40,0,2000,,416,1650·ç»È,34.50,0,2000 
417,1650·ç»È,34.55,0,2000,,418,1650·ç»È,34.75,0,3000 
419,1650·ç»È,34.80,0,2000,,420,1650·ç»È,34.85,0,3000 
421,1650·ç»È,34.90,0,13000,,422,1650·ç»È,34.95,0,5000 
423,1650·ç»È,35.05,0,3000,,424,1650·ç»È,35.10,0,5000 
425,1650·ç»È,35.15,0,17000,,426,1650·ç»È,35.20,0,4000 
427,1650·ç»È,35.25,0,5000,,428,1650·ç»È,35.30,0,7000 
429,1650·ç»È,35.35,0,30000,,430,1650·ç»È,35.40,0,13000 
431,1650·ç»È,35.45,0,16000,,432,1650·ç»È,35.50,0,1000 
433,1650·ç»È,35.55,0,7000,,434,1650·ç»È,35.60,0,3000 
435,1650·ç»È,35.70,0,4000,,436,1650·ç»È,35.75,0,2000 
437,1650·ç»È,35.80,0,3000,,438,1650·ç»È,35.85,0,2000 
439,1650·ç»È,35.90,0,2000,,440,2180¨È    ªF,34.40,11000,0 
441,2181¨ÈªFªO¾ô,35.30,0,1000,,442,2185¨ÈªF¥x«n,34.95,2000,0 
443,2185¨ÈªF¥x«n,35.20,1000,0,,444,2185¨ÈªF¥x«n,35.70,3000,0 
445,2186¨ÈªF°ª¶¯,34.95,0,1000,,446,2186¨ÈªF°ª¶¯,35.05,1000,0 
447,2186¨ÈªF°ª¶¯,35.15,1000,0,,448,2186¨ÈªF°ª¶¯,35.35,3000,0 
449,2186¨ÈªF°ª¶¯,35.55,0,1000,,450,2186¨ÈªF°ª¶¯,35.85,2000,0 
451,5050¤j    ®i,34.60,40,0,,452,5050¤j    ®i,34.95,0,5000 
453,5050¤j    ®i,35.35,1000,0,,454,5112´I¶©ªø¦w,35.40,2000,0 
455,5112´I¶©ªø¦w,35.80,2000,0,,456,5260¤j    ¼y,35.05,0,1000 
457,5261¤j¼yÄª¬w,34.85,0,1000,,458,5261¤j¼yÄª¬w,35.55,3000,0 
459,5261¤j¼yÄª¬w,35.70,0,5000,,460,5261¤j¼yÄª¬w,35.80,0,5000 
461,5261¤j¼yÄª¬w,35.90,0,5000,,462,5261¤j¼yÄª¬w,36.00,0,5000 
463,5262¤j¼y·¨±ö,34.55,3000,0,,464,5262¤j¼y·¨±ö,35.10,0,10000 
465,5262¤j¼y·¨±ö,35.60,5000,0,,466,5262¤j¼y·¨±ö,35.75,5000,0 
467,5263¤j¼y®õ¤s,34.40,1000,0,,468,5263¤j¼y®õ¤s,34.60,222,225 
469,5265¤j¼y­]®ß,34.60,0,1473,,470,5266¤j¼y¤¤Ãc,34.35,5000,0 
471,5269¤j¼y¥x¤¤,34.60,2,0,,472,5320°ª    ¾ô,34.40,1000,0 
473,5320°ª    ¾ô,34.60,0,145,,474,5320°ª    ¾ô,35.10,0,1000 
475,5320°ª    ¾ô,35.20,0,3000,,476,5320°ª    ¾ô,35.35,7000,0 
477,5382²Ä¤@¥x¤¤,35.95,0,2000,,478,5383²Ä¤@°ª¶¯,34.45,0,1000 
479,5383²Ä¤@°ª¶¯,35.00,1000,0,,480,5384²Ä¤@¥x«n,35.95,3000,0 
481,5385²Ä¤@®ç¶é,35.20,0,1000,,482,5386²Ä¤@¹ü¤Æ,34.85,1000,0 
483,5386²Ä¤@¹ü¤Æ,35.10,1000,0,,484,5386²Ä¤@¹ü¤Æ,35.15,1000,0 
485,5386²Ä¤@¹ü¤Æ,35.20,1000,0,,486,5386²Ä¤@¹ü¤Æ,35.35,0,1000 
487,5386²Ä¤@¹ü¤Æ,35.75,1000,0,,488,5387²Ä¤@¼ê´ò,34.60,0,40 
489,5387²Ä¤@¼ê´ò,34.90,0,1000,,490,5389²Ä¤@¤¤¤s,35.40,0,1000 
491,538A²Ä¤@·s¿³,34.45,0,10000,,492,538A²Ä¤@·s¿³,34.70,0,1000 
493,538A²Ä¤@·s¿³,35.30,2000,0,,494,538A²Ä¤@·s¿³,35.80,10000,0 
495,538B²Ä¤@·s¦Ë,34.40,1000,0,,496,538B²Ä¤@·s¦Ë,34.45,2000,0 
497,538B²Ä¤@·s¦Ë,34.75,2000,0,,498,538B²Ä¤@·s¦Ë,34.85,5000,0 
499,538B²Ä¤@·s¦Ë,35.00,1000,0,,500,538B²Ä¤@·s¦Ë,35.20,2000,0 
501,538C²Ä¤@¥ú´_,34.50,0,1000,,502,538C²Ä¤@¥ú´_,35.10,0,1000 
503,538C²Ä¤@¥ú´_,35.35,0,2000,,504,538D²Ä¤@©¾§µ,34.80,1000,0 
505,538D²Ä¤@©¾§µ,35.00,1000,0,,506,538E²Ä¤@¦Û¥Ñ,34.90,0,1000 
507,538E²Ä¤@¦Û¥Ñ,35.80,2000,0,,508,538I²Ä¤@ÀY¥÷,34.80,1000,0 
509,538I²Ä¤@ÀY¥÷,34.90,0,1000,,510,538I²Ä¤@ÀY¥÷,35.25,0,1000 
511,538I²Ä¤@ÀY¥÷,35.60,1000,0,,512,538j²Ä¤@¦w©M,35.15,1000,0 
513,538j²Ä¤@¦w©M,35.30,2000,0,,514,538j²Ä¤@¦w©M,35.55,0,3000 
515,538N²Ä¤@Â×­ì,34.90,0,1000,,516,538P²Ä¤@¸ô¦Ë,34.50,0,1000 
517,538P²Ä¤@¸ô¦Ë,34.70,1000,0,,518,538P²Ä¤@¸ô¦Ë,34.90,0,2000 
519,538P²Ä¤@¸ô¦Ë,34.95,0,2000,,520,538P²Ä¤@¸ô¦Ë,35.20,0,6000 
521,538P²Ä¤@¸ô¦Ë,35.40,1000,0,,522,538P²Ä¤@¸ô¦Ë,35.55,0,1000 
523,538P²Ä¤@¸ô¦Ë,35.95,0,2000,,524,538W²Ä¤@µØ¦¿,35.15,0,6000 
525,538Y²Ä¤@¤¤Ãc,34.40,2000,0,,526,538Y²Ä¤@¤¤Ãc,34.60,2,0 
