¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2421"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
111,1045»O»È·s¦Ë,63.00,0,2000,,112,1045»O»È·s¦Ë,63.30,0,4000 
113,1045»O»È·s¦Ë,63.40,1000,0,,114,1045»O»È·s¦Ë,63.60,1000,1000 
115,1045»O»È·s¦Ë,64.20,4000,0,,116,104A»O»È»O¤¤,61.90,0,1000 
117,104A»O»È»O¤¤,62.50,1000,0,,118,104A»O»È»O¤¤,62.90,0,1000 
119,104A»O»È»O¤¤,63.00,1000,2000,,120,104A»O»È»O¤¤,63.50,0,3000 
121,104A»O»È»O¤¤,63.70,1000,0,,122,104A»O»È»O¤¤,63.80,0,1000 
123,104A»O»È»O¤¤,64.00,0,1000,,124,104A»O»È»O¤¤,64.10,0,1000 
125,104A»O»È»O¤¤,65.00,0,3000,,126,104A»O»È»O¤¤,65.30,1000,0 
127,104C»O»È°ª¶¯,63.40,10000,0,,128,104C»O»È°ª¶¯,63.80,12000,1000 
129,104C»O»È°ª¶¯,64.00,1000,0,,130,104C»O»È°ª¶¯,64.70,1000,0 
131,104C»O»È°ª¶¯,65.00,0,2000,,132,104C»O»È°ª¶¯,65.40,0,2000 
133,104D»O»Èª÷¤s,62.20,0,3000,,134,104D»O»Èª÷¤s,62.80,2000,0 
135,104D»O»Èª÷¤s,63.00,1000,0,,136,104D»O»Èª÷¤s,63.30,0,1000 
137,104D»O»Èª÷¤s,63.50,2000,0,,138,104D»O»Èª÷¤s,63.60,0,2000 
139,104D»O»Èª÷¤s,63.80,2000,1000,,140,104D»O»Èª÷¤s,64.00,0,1000 
141,104D»O»Èª÷¤s,64.10,16000,1000,,142,104D»O»Èª÷¤s,64.20,1000,0 
143,104D»O»Èª÷¤s,64.40,3000,0,,144,104D»O»Èª÷¤s,64.50,2000,0 
145,104D»O»Èª÷¤s,64.70,0,1000,,146,104D»O»Èª÷¤s,64.80,0,2000 
147,104D»O»Èª÷¤s,65.10,0,1000,,148,104D»O»Èª÷¤s,65.20,1000,0 
149,104D»O»Èª÷¤s,65.50,0,1000,,150,1110¥ø    »È,62.50,1000,0 
151,1110¥ø    »È,63.10,0,21000,,152,1110¥ø    »È,64.80,0,1000 
153,1111¥ø»È¥x¤¤,62.20,0,4000,,154,1111¥ø»È¥x¤¤,62.30,0,3000 
155,1112¥ø»È¥x«n,64.10,0,1000,,156,1113¥ø»È¤E¦p,62.20,2000,0 
157,1113¥ø»È¤E¦p,63.00,0,11000,,158,1113¥ø»È¤E¦p,64.30,0,2000 
159,1114¥ø»È¹Å¸q,62.80,0,1000,,160,1114¥ø»È¹Å¸q,63.50,0,1000 
161,1115¥ø»È¤Ó¥­,63.40,0,1000,,162,1117¥ø»È¦Ë¥_,62.90,0,1000 
163,1118¥ø»ÈÂ×­ì,62.20,0,1000,,164,1118¥ø»ÈÂ×­ì,63.00,1000,0 
165,1118¥ø»ÈÂ×­ì,63.50,0,1000,,166,1118¥ø»ÈÂ×­ì,65.30,1000,0 
167,111A¥ø»È¥Á¶¯,63.00,1000,0,,168,111A¥ø»È¥Á¶¯,63.10,1000,0 
169,111A¥ø»È¥Á¶¯,63.60,0,1000,,170,111A¥ø»È¥Á¶¯,64.10,0,2000 
171,111B¥x¥ø«Ø¦¨,62.60,0,5000,,172,111E¥ø»È®ç¶é,63.30,1000,0 
173,111E¥ø»È®ç¶é,64.60,0,2000,,174,111E¥ø»È®ç¶é,65.10,1000,0 
175,111E¥ø»È®ç¶é,65.20,1000,0,,176,1160¤é    ²±,62.30,1000,0 
177,1160¤é    ²±,63.00,0,4000,,178,1160¤é    ²±,63.10,250,0 
179,1160¤é    ²±,63.30,0,2000,,180,1160¤é    ²±,64.10,2000,0 
181,1160¤é    ²±,64.50,4000,0,,182,1161¤é²±©¾§µ,63.40,0,3000 
183,1161¤é²±©¾§µ,63.60,0,1000,,184,1161¤é²±©¾§µ,64.10,7000,0 
185,1161¤é²±©¾§µ,64.70,1000,0,,186,1161¤é²±©¾§µ,64.80,0,1000 
187,1161¤é²±©¾§µ,65.00,1000,0,,188,1161¤é²±©¾§µ,65.20,0,3000 
189,1161¤é²±©¾§µ,65.40,0,4000,,190,1162¤é²±¥x«n,63.30,15000,0 
191,1162¤é²±¥x«n,64.70,1000,0,,192,1162¤é²±¥x«n,65.00,0,1000 
193,1163¤é²±¥x¤¤,63.70,0,1000,,194,1163¤é²±¥x¤¤,63.90,1000,0 
195,1163¤é²±¥x¤¤,64.00,0,1000,,196,1163¤é²±¥x¤¤,65.30,0,2000 
197,1164¤é²±¤º´ò,63.00,1000,0,,198,1164¤é²±¤º´ò,63.40,0,1000 
199,1164¤é²±¤º´ò,63.70,1000,1000,,200,1164¤é²±¤º´ò,64.50,0,1000 
201,1164¤é²±¤º´ò,64.60,2000,0,,202,1164¤é²±¤º´ò,64.80,1000,0 
203,1164¤é²±¤º´ò,65.20,0,1000,,204,1165¤é²±ªO¾ô,63.00,0,1000 
205,1165¤é²±ªO¾ô,63.30,0,1000,,206,1165¤é²±ªO¾ô,63.40,5000,0 
207,1165¤é²±ªO¾ô,64.00,0,1000,,208,1165¤é²±ªO¾ô,64.10,1000,8000 
209,1165¤é²±ªO¾ô,64.20,0,2000,,210,1165¤é²±ªO¾ô,65.40,0,1000 
211,1166¤é²±Âù©M,62.80,0,1000,,212,1166¤é²±Âù©M,63.00,16000,0 
213,1166¤é²±Âù©M,63.10,1000,2000,,214,1166¤é²±Âù©M,64.00,1000,0 
215,1166¤é²±Âù©M,64.10,0,1000,,216,1166¤é²±Âù©M,64.20,0,1000 
217,1166¤é²±Âù©M,64.30,3000,0,,218,1166¤é²±Âù©M,64.80,1000,0 
219,1166¤é²±Âù©M,65.20,1000,0,,220,1167¤é²±¹Å¸q,62.90,1000,0 
221,1167¤é²±¹Å¸q,63.50,1000,0,,222,1167¤é²±¹Å¸q,63.90,0,1000 
223,1168¤é²±°ª¶¯,63.00,2000,1000,,224,1168¤é²±°ª¶¯,63.10,5000,0 
225,1168¤é²±°ª¶¯,63.40,0,5000,,226,1168¤é²±°ª¶¯,64.00,0,6000 
227,1168¤é²±°ª¶¯,65.00,0,1000,,228,1169¤é²±¤hªL,64.60,1000,0 
229,1169¤é²±¤hªL,65.50,0,1000,,230,116A¤é²±¤ì¬],63.40,1000,0 
231,116A¤é²±¤ì¬],65.40,1000,0,,232,116b¤é²±¶é°Ï,62.70,2000,0 
233,116b¤é²±¶é°Ï,63.30,1000,0,,234,116b¤é²±¶é°Ï,63.90,0,5000 
235,116b¤é²±¶é°Ï,64.00,0,5000,,236,116b¤é²±¶é°Ï,64.50,0,1000 
237,116b¤é²±¶é°Ï,64.60,2000,0,,238,116b¤é²±¶é°Ï,64.70,5000,0 
239,116B¤é²±¤¤Ãc,63.00,0,6000,,240,116B¤é²±¤¤Ãc,63.10,0,1000 
241,116B¤é²±¤¤Ãc,63.30,1000,0,,242,116B¤é²±¤¤Ãc,63.80,2000,1000 
243,116B¤é²±¤¤Ãc,64.70,3000,0,,244,116B¤é²±¤¤Ãc,65.00,0,1000 
245,116B¤é²±¤¤Ãc,65.10,1000,0,,246,116B¤é²±¤¤Ãc,65.40,3000,0 
247,116c¤é²±Â×­ì,63.00,0,2000,,248,116c¤é²±Â×­ì,63.40,0,2000 
249,116c¤é²±Â×­ì,63.70,2000,0,,250,116c¤é²±Â×­ì,63.90,2000,0 
251,116c¤é²±Â×­ì,64.00,0,2000,,252,116c¤é²±Â×­ì,64.70,2000,0 
253,116C¤é²±¤K¼w,62.00,0,2000,,254,116C¤é²±¤K¼w,63.30,0,1000 
255,116C¤é²±¤K¼w,63.40,3000,1000,,256,116C¤é²±¤K¼w,64.30,0,6000 
257,116d¤é²±¤T®l,62.90,5000,0,,258,116d¤é²±¤T®l,63.70,5000,0 
259,116d¤é²±¤T®l,64.00,0,1000,,260,116e¤é²±¦Ë¥_,62.60,0,1000 
261,116e¤é²±¦Ë¥_,64.00,8000,4000,,262,116E¤é²±¤T­«,62.90,0,1000 
263,116E¤é²±¤T­«,63.10,0,1000,,264,116E¤é²±¤T­«,63.40,0,1000 
265,116E¤é²±¤T­«,63.50,1000,0,,266,116E¤é²±¤T­«,64.00,1000,0 
267,116f¤é²±´_¿³,63.00,3000,0,,268,116f¤é²±´_¿³,63.10,1000,0 
269,116f¤é²±´_¿³,63.20,2000,1000,,270,116f¤é²±´_¿³,63.50,2000,0 
271,116f¤é²±´_¿³,63.60,0,1000,,272,116f¤é²±´_¿³,63.70,0,2000 
273,116f¤é²±´_¿³,63.80,0,2000,,274,116F¤é²±­ûªL,62.20,0,1000 
275,116F¤é²±­ûªL,63.00,0,6000,,276,116F¤é²±­ûªL,63.50,0,1000 
277,116F¤é²±­ûªL,64.00,0,2000,,278,116F¤é²±­ûªL,64.10,0,1000 
279,116F¤é²±­ûªL,64.20,0,3000,,280,116F¤é²±­ûªL,64.70,0,1000 
281,116F¤é²±­ûªL,64.90,0,1000,,282,116g¤é²±Às¼æ,62.20,1000,0 
283,116g¤é²±Às¼æ,62.30,2000,0,,284,116g¤é²±Às¼æ,63.80,0,2000 
285,116g¤é²±Às¼æ,64.00,2000,0,,286,116g¤é²±Às¼æ,65.40,0,1000 
287,116G¤é²±´º¬ü,62.40,0,1000,,288,116G¤é²±´º¬ü,63.10,1000,0 
289,116G¤é²±´º¬ü,63.20,0,1000,,290,116G¤é²±´º¬ü,63.30,3000,0 
291,116G¤é²±´º¬ü,63.70,0,1000,,292,116G¤é²±´º¬ü,64.10,0,1000 
293,116G¤é²±´º¬ü,64.50,0,1000,,294,116G¤é²±´º¬ü,64.90,1000,0 
295,116G¤é²±´º¬ü,65.50,0,1000,,296,116H¤é²±·s¦Ë,64.00,0,4000 
297,116H¤é²±·s¦Ë,64.10,1000,0,,298,116H¤é²±·s¦Ë,64.20,0,1000 
299,116H¤é²±·s¦Ë,64.40,1000,0,,300,116H¤é²±·s¦Ë,64.60,0,2000 
301,116H¤é²±·s¦Ë,65.50,1000,0,,302,116i¤é²±¾ðªL,62.90,0,1000 
303,116i¤é²±¾ðªL,63.00,0,1000,,304,116i¤é²±¾ðªL,63.10,0,3000 
305,116i¤é²±¾ðªL,63.20,10000,0,,306,116i¤é²±¾ðªL,63.30,0,4000 
307,116i¤é²±¾ðªL,63.90,10000,0,,308,116i¤é²±¾ðªL,64.00,2000,1000 
309,116i¤é²±¾ðªL,64.10,10000,0,,310,116i¤é²±¾ðªL,65.00,3000,0 
311,116i¤é²±¾ðªL,65.40,1000,0,,312,116I¤é²±«n¨Ê,63.50,0,1000 
313,116I¤é²±«n¨Ê,64.70,0,1000,,314,116j¤é²±ÀY¥÷,62.50,1000,0 
315,116j¤é²±ÀY¥÷,63.30,1000,0,,316,116j¤é²±ÀY¥÷,63.40,0,1000 
317,116j¤é²±ÀY¥÷,63.80,0,1000,,318,116j¤é²±ÀY¥÷,64.50,1000,0 
319,116j¤é²±ÀY¥÷,64.90,1000,0,,320,116J¤é²±¤¤¤s,63.10,200,0 
321,116J¤é²±¤¤¤s,65.30,0,1000,,322,116k¤é²±¥_°ª,62.00,0,1000 
323,116k¤é²±¥_°ª,62.10,0,1000,,324,116k¤é²±¥_°ª,62.50,0,1000 
325,116k¤é²±¥_°ª,63.10,0,5000,,326,116k¤é²±¥_°ª,63.40,1000,0 
327,116k¤é²±¥_°ª,64.10,2000,0,,328,116k¤é²±¥_°ª,64.20,1000,0 
329,116k¤é²±¥_°ª,64.70,2000,0,,330,116k¤é²±¥_°ª,64.90,0,2000 
331,116k¤é²±¥_°ª,65.30,0,1000,,332,116K¤é²±ªá½¬,63.10,0,1000 
333,116K¤é²±ªá½¬,63.20,2000,0,,334,116K¤é²±ªá½¬,64.00,1000,0 
335,116K¤é²±ªá½¬,64.20,0,1000,,336,116K¤é²±ªá½¬,65.50,0,1000 
337,116L¤é²±¤j¼[,63.10,0,1,,338,116L¤é²±¤j¼[,63.20,0,6000 
339,116m¤é²±©M¬ü,63.30,0,2000,,340,116m¤é²±©M¬ü,63.40,0,1000 
341,116m¤é²±©M¬ü,63.50,0,1000,,342,116m¤é²±©M¬ü,63.70,0,1000 
343,116m¤é²±©M¬ü,64.00,0,1000,,344,116m¤é²±©M¬ü,64.10,2000,0 
345,116m¤é²±©M¬ü,64.50,0,1000,,346,116M¤é²±«ÌªF,63.20,0,1000 
347,116M¤é²±«ÌªF,63.30,0,2000,,348,116M¤é²±«ÌªF,63.40,0,1000 
349,116M¤é²±«ÌªF,63.50,1000,1000,,350,116M¤é²±«ÌªF,64.20,1000,0 
351,116N¤é²±¥Ã±d,62.90,0,1000,,352,116N¤é²±¥Ã±d,63.00,0,71000 
353,116N¤é²±¥Ã±d,63.10,0,40000,,354,116N¤é²±¥Ã±d,63.20,1000,0 
355,116N¤é²±¥Ã±d,64.00,0,41000,,356,116N¤é²±¥Ã±d,64.20,0,20000 
357,116N¤é²±¥Ã±d,65.00,0,1000,,358,116P¤é²±«H¸q,62.50,1000,0 
359,116P¤é²±«H¸q,62.60,0,5000,,360,116P¤é²±«H¸q,62.80,0,7000 
361,116P¤é²±«H¸q,62.90,0,1000,,362,116P¤é²±«H¸q,63.00,0,6000 
363,116P¤é²±«H¸q,63.10,0,6000,,364,116P¤é²±«H¸q,64.50,0,1000 
365,116Q¤é²±¤GªL,62.10,0,1000,,366,116Q¤é²±¤GªL,62.20,0,3000 
367,116r¤é²±¤å¤Æ,63.30,0,1000,,368,116r¤é²±¤å¤Æ,64.90,1000,0 
369,116s¤é²±¤g«°,62.60,0,5000,,370,116s¤é²±¤g«°,63.10,0,4000 
371,116s¤é²±¤g«°,63.90,1000,0,,372,116s¤é²±¤g«°,64.00,1000,0 
373,116s¤é²±¤g«°,64.10,3000,0,,374,116s¤é²±¤g«°,64.60,2000,0 
375,116s¤é²±¤g«°,65.30,0,1000,,376,116S¤é²±·s²ø,63.10,0,1000 
377,116S¤é²±·s²ø,63.80,1000,0,,378,116S¤é²±·s²ø,64.00,0,2000 
379,116S¤é²±·s²ø,65.00,2000,0,,380,116V¤é²±¤æ¤»,62.30,0,1000 
381,116V¤é²±¤æ¤»,63.00,10000,0,,382,116V¤é²±¤æ¤»,63.80,1000,0 
383,116V¤é²±¤æ¤»,64.60,0,5000,,384,116W¤é²±»ñ¤s,63.20,0,1000 
385,116W¤é²±»ñ¤s,64.10,2000,0,,386,116W¤é²±»ñ¤s,64.40,1000,0 
387,116W¤é²±»ñ¤s,64.80,1000,0,,388,116W¤é²±»ñ¤s,65.50,0,1000 
389,116X¤é²±©yÄõ,65.10,0,1000,,390,116Z¤é²±¤¤©M,62.30,0,1000 
391,116Z¤é²±¤¤©M,63.60,1000,0,,392,116Z¤é²±¤¤©M,63.90,0,1000 
393,116Z¤é²±¤¤©M,64.70,1000,0,,394,116Z¤é²±¤¤©M,65.40,1000,0 
395,1230¹ü    »È,63.90,0,2000,,396,1232¹ü»È¤C½å,63.00,0,1000 
397,1233¹ü»È¥x¤¤,65.00,0,1000,,398,1260§»    »·,64.80,5000,0 
399,1260§»    »·,65.10,0,5000,,400,1261§»»·¥Á¥Í,63.00,0,1000 
401,1262§»»·®ç¶é,63.10,2000,0,,402,1262§»»·®ç¶é,63.40,0,1000 
403,1262§»»·®ç¶é,63.70,0,10000,,404,1262§»»·®ç¶é,64.10,0,1000 
405,1262§»»·®ç¶é,64.20,0,1000,,406,1262§»»·®ç¶é,64.40,0,1000 
407,1262§»»·®ç¶é,64.80,3000,0,,408,1262§»»·®ç¶é,64.90,2000,0 
409,1262§»»·®ç¶é,65.00,5000,0,,410,126D§»»·¥x«n,62.00,0,1000 
411,126D§»»·¥x«n,62.20,0,1000,,412,126D§»»·¥x«n,62.30,0,1000 
413,126D§»»·¥x«n,62.60,0,1000,,414,126D§»»·¥x«n,62.90,1000,0 
415,126D§»»·¥x«n,63.40,0,2000,,416,126D§»»·¥x«n,63.50,2000,0 
417,126D§»»·¥x«n,64.00,0,1000,,418,126D§»»·¥x«n,65.40,1000,0 
419,126H§»»·¤¤©M,62.80,0,1000,,420,126H§»»·¤¤©M,63.70,0,1000 
421,126H§»»·¤¤©M,64.00,0,1000,,422,126L§»»·¥x¤¤,65.00,1000,0 
423,126Q§»»·°ª¶¯,64.00,0,1000,,424,126Q§»»·°ª¶¯,65.30,0,1000 
425,126U§»»·À]«e,62.90,10000,0,,426,126U§»»·À]«e,63.50,0,5000 
427,126U§»»·À]«e,63.60,0,5000,,428,126U§»»·À]«e,64.40,5000,0 
429,126U§»»·À]«e,64.80,0,5000,,430,126U§»»·À]«e,65.00,0,3000 
431,126X§»»··s¤Æ,63.00,0,1000,,432,1360´ä³Á®æ²z,62.30,0,1000 
433,1360´ä³Á®æ²z,62.50,0,1000,,434,1360´ä³Á®æ²z,62.80,0,10000 
435,1440¬üªL,62.00,1000,0,,436,1440¬üªL,62.10,11000,12000 
437,1440¬üªL,62.20,16000,4000,,438,1440¬üªL,62.30,2000,0 
439,1440¬üªL,62.40,2000,3000,,440,1440¬üªL,62.50,4000,18000 
441,1440¬üªL,62.60,8000,4000,,442,1440¬üªL,62.70,10000,3000 
443,1440¬üªL,62.80,17000,0,,444,1440¬üªL,62.90,17000,21000 
445,1440¬üªL,63.00,44000,11000,,446,1440¬üªL,63.10,25000,8000 
447,1440¬üªL,63.20,3000,26000,,448,1440¬üªL,63.30,23000,1000 
449,1440¬üªL,63.40,23000,27000,,450,1440¬üªL,63.50,2000,12000 
451,1440¬üªL,63.60,2000,6000,,452,1440¬üªL,63.70,2000,8000 
453,1440¬üªL,63.80,2000,0,,454,1440¬üªL,63.90,3000,21000 
455,1440¬üªL,64.00,23000,22000,,456,1440¬üªL,64.10,15000,4000 
457,1440¬üªL,64.20,0,2000,,458,1440¬üªL,64.30,12000,1000 
459,1440¬üªL,64.40,1000,0,,460,1440¬üªL,64.50,2000,13000 
461,1440¬üªL,64.70,5000,1000,,462,1440¬üªL,64.80,0,7000 
463,1440¬üªL,64.90,1000,0,,464,1440¬üªL,65.00,9000,19000 
465,1440¬üªL,65.20,1000,17000,,466,1440¬üªL,65.30,0,3000 
467,1440¬üªL,65.40,0,25000,,468,1470¥xÆW¼¯®Ú,61.90,1000,1000 
469,1470¥xÆW¼¯®Ú,62.00,13000,2000,,470,1470¥xÆW¼¯®Ú,62.10,36000,1000 
471,1470¥xÆW¼¯®Ú,62.20,36000,11000,,472,1470¥xÆW¼¯®Ú,62.30,35000,2000 
473,1470¥xÆW¼¯®Ú,62.40,24000,2000,,474,1470¥xÆW¼¯®Ú,62.50,81000,3000 
475,1470¥xÆW¼¯®Ú,62.60,39000,2000,,476,1470¥xÆW¼¯®Ú,62.70,31000,2000 
477,1470¥xÆW¼¯®Ú,62.80,52000,2000,,478,1470¥xÆW¼¯®Ú,62.90,38000,2000 
479,1470¥xÆW¼¯®Ú,63.00,73000,2000,,480,1470¥xÆW¼¯®Ú,63.10,109000,5000 
481,1470¥xÆW¼¯®Ú,63.20,74000,6000,,482,1470¥xÆW¼¯®Ú,63.30,89000,1000 
483,1470¥xÆW¼¯®Ú,63.40,83000,3000,,484,1470¥xÆW¼¯®Ú,63.50,87000,11000 
485,1470¥xÆW¼¯®Ú,63.60,42000,0,,486,1470¥xÆW¼¯®Ú,63.70,48000,0 
487,1470¥xÆW¼¯®Ú,63.80,34000,0,,488,1470¥xÆW¼¯®Ú,63.90,39000,1000 
489,1470¥xÆW¼¯®Ú,64.00,45000,1000,,490,1470¥xÆW¼¯®Ú,64.10,55000,1000 
491,1470¥xÆW¼¯®Ú,64.20,29000,0,,492,1470¥xÆW¼¯®Ú,64.30,16000,0 
493,1470¥xÆW¼¯®Ú,64.40,4000,0,,494,1470¥xÆW¼¯®Ú,64.50,12000,0 
495,1470¥xÆW¼¯®Ú,64.60,8000,0,,496,1470¥xÆW¼¯®Ú,64.70,12000,0 
497,1470¥xÆW¼¯®Ú,64.80,65000,0,,498,1470¥xÆW¼¯®Ú,64.90,12000,0 
499,1470¥xÆW¼¯®Ú,65.00,2000,0,,500,1470¥xÆW¼¯®Ú,65.10,2000,0 
501,1470¥xÆW¼¯®Ú,65.20,6000,0,,502,1470¥xÆW¼¯®Ú,65.30,7000,0 
503,1470¥xÆW¼¯®Ú,65.40,10000,0,,504,1520·ç¤h«H¶U,61.90,2000,0 
505,1520·ç¤h«H¶U,62.00,2000,0,,506,1520·ç¤h«H¶U,62.10,6000,0 
507,1520·ç¤h«H¶U,62.20,9000,0,,508,1520·ç¤h«H¶U,62.30,10000,1000 
509,1520·ç¤h«H¶U,62.40,3000,9000,,510,1520·ç¤h«H¶U,62.50,7000,0 
511,1520·ç¤h«H¶U,62.60,9000,4000,,512,1520·ç¤h«H¶U,62.70,7000,11000 
513,1520·ç¤h«H¶U,62.80,6000,18000,,514,1520·ç¤h«H¶U,62.90,11000,22000 
515,1520·ç¤h«H¶U,63.00,14000,35000,,516,1520·ç¤h«H¶U,63.10,17000,11000 
517,1520·ç¤h«H¶U,63.20,37000,17000,,518,1520·ç¤h«H¶U,63.30,6000,39000 
519,1520·ç¤h«H¶U,63.40,4000,44000,,520,1520·ç¤h«H¶U,63.50,3000,5000 
521,1520·ç¤h«H¶U,63.60,3000,15000,,522,1520·ç¤h«H¶U,63.70,5000,2000 
523,1520·ç¤h«H¶U,63.90,0,4000,,524,1520·ç¤h«H¶U,64.00,3000,19000 
525,1520·ç¤h«H¶U,64.10,16000,35000,,526,1520·ç¤h«H¶U,64.20,1000,31000 
