¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2421"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
59,1033¤g»È°ª¶¯,61.00,0,1000,,60,1036¤g»È¥É¨½,60.60,0,1000 
61,1038¤g»È©M¥­,60.20,0,2000,,62,1039¤g»È¤hªL,60.50,3000,0 
63,1039¤g»È¤hªL,60.70,4000,0,,64,1039¤g»È¤hªL,61.00,3000,0 
65,103B¤g»È¹ü¤Æ,60.60,0,1000,,66,103F¤g»È«n´ä,60.80,2000,0 
67,1040»O    »È,60.10,1000,0,,68,1040»O    »È,60.20,1000,0 
69,1040»O    »È,60.50,3000,1000,,70,1040»O    »È,60.70,2000,0 
71,1040»O    »È,60.90,1000,2000,,72,1041»O»È»ñ¤s,59.90,1000,1000 
73,1041»O»È»ñ¤s,60.00,2000,0,,74,1041»O»È»ñ¤s,60.40,3000,0 
75,1041»O»È»ñ¤s,60.50,2000,1000,,76,1041»O»È»ñ¤s,60.60,1000,3000 
77,1041»O»È»ñ¤s,60.70,5000,10000,,78,1041»O»È»ñ¤s,60.80,2000,0 
79,1041»O»È»ñ¤s,60.90,1000,1000,,80,1041»O»È»ñ¤s,61.20,1000,3 
81,1041»O»È»ñ¤s,61.30,1000,1000,,82,1042»O»È»O«n,60.00,2000,0 
83,1042»O»È»O«n,60.20,1000,0,,84,1042»O»È»O«n,60.30,3000,0 
85,1042»O»È»O«n,60.40,9000,0,,86,1042»O»È»O«n,60.50,4000,0 
87,1042»O»È»O«n,60.60,2000,3000,,88,1042»O»È»O«n,60.70,1000,1000 
89,1042»O»È»O«n,60.80,0,1000,,90,1042»O»È»O«n,60.90,6000,0 
91,1042»O»È»O«n,61.00,1000,1000,,92,1042»O»È»O«n,61.10,1000,1000 
93,1042»O»È»O«n,61.20,1000,2000,,94,1043»O»È¥ÁÅv,59.70,1000,0 
95,1043»O»È¥ÁÅv,60.00,1000,0,,96,1043»O»È¥ÁÅv,60.60,10000,2000 
97,1043»O»È¥ÁÅv,60.80,1000,0,,98,1043»O»È¥ÁÅv,60.90,1000,0 
99,1043»O»È¥ÁÅv,61.00,5000,0,,100,1045»O»È·s¦Ë,60.20,1000,0 
101,1045»O»È·s¦Ë,60.50,0,4000,,102,1045»O»È·s¦Ë,60.60,1000,2000 
103,1045»O»È·s¦Ë,60.70,1000,2000,,104,1045»O»È·s¦Ë,60.90,3000,0 
105,1045»O»È·s¦Ë,61.00,1000,1000,,106,1045»O»È·s¦Ë,61.20,0,1000 
107,1045»O»È·s¦Ë,61.40,2000,0,,108,104A»O»È»O¤¤,60.80,3000,0 
109,104A»O»È»O¤¤,60.90,1000,0,,110,104A»O»È»O¤¤,61.00,4000,0 
111,104A»O»È»O¤¤,61.10,0,1000,,112,104C»O»È°ª¶¯,59.80,5000,0 
113,104C»O»È°ª¶¯,60.20,1000,0,,114,104C»O»È°ª¶¯,60.40,0,5000 
115,104C»O»È°ª¶¯,60.50,3000,0,,116,104C»O»È°ª¶¯,60.60,2000,0 
117,104C»O»È°ª¶¯,60.90,1000,0,,118,104D»O»Èª÷¤s,60.00,0,2000 
119,104D»O»Èª÷¤s,60.20,1000,1000,,120,104D»O»Èª÷¤s,60.30,0,1000 
121,104D»O»Èª÷¤s,60.40,3000,0,,122,104D»O»Èª÷¤s,60.50,0,2000 
123,104D»O»Èª÷¤s,60.60,0,1000,,124,104D»O»Èª÷¤s,60.80,1000,0 
125,104D»O»Èª÷¤s,60.90,0,1000,,126,104D»O»Èª÷¤s,61.00,0,1000 
127,104D»O»Èª÷¤s,61.10,0,1000,,128,104D»O»Èª÷¤s,61.20,14000,2000 
129,104D»O»Èª÷¤s,61.30,0,1000,,130,1110¥ø    »È,60.50,1000,0 
131,1110¥ø    »È,60.60,0,1000,,132,1110¥ø    »È,60.80,0,1000 
133,1110¥ø    »È,61.00,0,1000,,134,1111¥ø»È¥x¤¤,60.10,0,1000 
135,1112¥ø»È¥x«n,60.70,0,2000,,136,1113¥ø»È¤E¦p,59.90,1000,0 
137,1114¥ø»È¹Å¸q,59.80,1000,0,,138,1114¥ø»È¹Å¸q,60.30,1000,0 
139,1114¥ø»È¹Å¸q,60.70,0,1000,,140,1114¥ø»È¹Å¸q,61.00,1000,0 
141,1115¥ø»È¤Ó¥­,60.40,1000,0,,142,1118¥ø»ÈÂ×­ì,59.80,10000,0 
143,1118¥ø»ÈÂ×­ì,60.00,3000,0,,144,1118¥ø»ÈÂ×­ì,60.60,10000,3000 
145,1118¥ø»ÈÂ×­ì,60.70,0,3000,,146,1118¥ø»ÈÂ×­ì,60.90,0,1000 
147,1118¥ø»ÈÂ×­ì,61.10,0,2000,,148,1118¥ø»ÈÂ×­ì,61.20,0,3000 
149,1118¥ø»ÈÂ×­ì,61.30,1000,0,,150,1118¥ø»ÈÂ×­ì,61.50,0,1000 
151,1119¥ø»È©£¤s,60.50,0,8000,,152,111B¥x¥ø«Ø¦¨,60.00,1000,5000 
153,111B¥x¥ø«Ø¦¨,60.60,0,5000,,154,111B¥x¥ø«Ø¦¨,60.90,2000,0 
155,111E¥ø»È®ç¶é,60.30,0,1000,,156,111E¥ø»È®ç¶é,60.60,1000,1000 
157,111E¥ø»È®ç¶é,61.00,2000,0,,158,111E¥ø»È®ç¶é,61.10,1000,0 
159,1160¤é    ²±,60.00,1000,0,,160,1160¤é    ²±,60.20,1000,2000 
161,1160¤é    ²±,60.50,14000,0,,162,1160¤é    ²±,60.60,2000,13000 
163,1160¤é    ²±,60.70,3000,1000,,164,1160¤é    ²±,60.90,20000,0 
165,1160¤é    ²±,61.20,7000,400,,166,1160¤é    ²±,61.30,3000,0 
167,1161¤é²±©¾§µ,60.40,1000,0,,168,1161¤é²±©¾§µ,60.70,0,2000 
169,1161¤é²±©¾§µ,61.00,1000,0,,170,1162¤é²±¥x«n,60.00,2000,0 
171,1162¤é²±¥x«n,60.10,0,1000,,172,1162¤é²±¥x«n,60.20,3000,0 
173,1162¤é²±¥x«n,60.30,1000,0,,174,1162¤é²±¥x«n,60.40,0,1000 
175,1162¤é²±¥x«n,60.50,0,1000,,176,1162¤é²±¥x«n,60.90,0,16000 
177,1162¤é²±¥x«n,61.10,15000,0,,178,1162¤é²±¥x«n,61.40,0,1000 
179,1163¤é²±¥x¤¤,59.90,0,1000,,180,1163¤é²±¥x¤¤,60.30,1000,0 
181,1163¤é²±¥x¤¤,60.40,0,2000,,182,1163¤é²±¥x¤¤,60.70,1000,0 
183,1163¤é²±¥x¤¤,61.00,2000,0,,184,1163¤é²±¥x¤¤,61.50,1000,0 
185,1164¤é²±¤º´ò,61.00,1000,0,,186,1165¤é²±ªO¾ô,60.00,0,3000 
187,1165¤é²±ªO¾ô,60.10,1000,0,,188,1165¤é²±ªO¾ô,60.20,0,2000 
189,1165¤é²±ªO¾ô,60.50,0,2000,,190,1165¤é²±ªO¾ô,60.80,0,3000 
191,1165¤é²±ªO¾ô,60.90,10000,5000,,192,1166¤é²±Âù©M,60.40,1000,0 
193,1166¤é²±Âù©M,60.60,1000,0,,194,1167¤é²±¹Å¸q,60.00,0,5000 
195,1167¤é²±¹Å¸q,60.50,5000,0,,196,1167¤é²±¹Å¸q,60.90,0,1000 
197,1168¤é²±°ª¶¯,59.90,1000,0,,198,1168¤é²±°ª¶¯,60.50,0,1000 
199,1168¤é²±°ª¶¯,60.60,1000,1000,,200,1168¤é²±°ª¶¯,60.70,0,1000 
201,1168¤é²±°ª¶¯,60.80,1000,0,,202,1168¤é²±°ª¶¯,60.90,1000,0 
203,1168¤é²±°ª¶¯,61.30,2000,0,,204,1169¤é²±¤hªL,60.00,1000,0 
205,116A¤é²±¤ì¬],60.80,3000,0,,206,116A¤é²±¤ì¬],61.20,0,3000 
207,116b¤é²±¶é°Ï,60.50,1000,0,,208,116b¤é²±¶é°Ï,60.60,1000,0 
209,116B¤é²±¤¤Ãc,60.40,0,1000,,210,116B¤é²±¤¤Ãc,60.60,1000,3000 
211,116B¤é²±¤¤Ãc,61.10,0,1000,,212,116B¤é²±¤¤Ãc,61.20,3000,0 
213,116c¤é²±Â×­ì,60.00,1000,0,,214,116c¤é²±Â×­ì,60.40,1000,0 
215,116C¤é²±¤K¼w,59.90,0,1000,,216,116C¤é²±¤K¼w,60.00,1000,1000 
217,116C¤é²±¤K¼w,60.50,0,3000,,218,116C¤é²±¤K¼w,60.60,0,1000 
219,116C¤é²±¤K¼w,61.00,1000,0,,220,116C¤é²±¤K¼w,61.30,0,1000 
221,116d¤é²±¤T®l,60.00,0,2000,,222,116d¤é²±¤T®l,60.40,0,10000 
223,116d¤é²±¤T®l,60.50,1000,0,,224,116d¤é²±¤T®l,60.60,2000,0 
225,116d¤é²±¤T®l,60.70,0,1000,,226,116d¤é²±¤T®l,61.50,7000,0 
227,116d¤é²±¤T®l,61.60,3000,0,,228,116e¤é²±¦Ë¥_,60.10,0,3000 
229,116e¤é²±¦Ë¥_,60.50,0,2000,,230,116E¤é²±¤T­«,60.50,0,1000 
231,116E¤é²±¤T­«,60.60,1000,0,,232,116f¤é²±´_¿³,60.00,0,1000 
233,116f¤é²±´_¿³,60.30,0,2000,,234,116F¤é²±­ûªL,60.30,0,2000 
235,116F¤é²±­ûªL,60.50,1000,5000,,236,116F¤é²±­ûªL,60.60,2000,0 
237,116F¤é²±­ûªL,60.70,2000,0,,238,116F¤é²±­ûªL,61.00,1000,0 
239,116F¤é²±­ûªL,61.30,5000,0,,240,116g¤é²±Às¼æ,60.00,1000,0 
241,116G¤é²±´º¬ü,60.30,0,6000,,242,116G¤é²±´º¬ü,60.60,1000,0 
243,116G¤é²±´º¬ü,60.90,1000,0,,244,116G¤é²±´º¬ü,61.10,1000,0 
245,116H¤é²±·s¦Ë,60.00,0,1000,,246,116H¤é²±·s¦Ë,60.30,2000,0 
247,116H¤é²±·s¦Ë,60.40,2000,1000,,248,116H¤é²±·s¦Ë,60.50,1000,0 
249,116H¤é²±·s¦Ë,60.60,1000,1000,,250,116H¤é²±·s¦Ë,60.70,1000,0 
251,116H¤é²±·s¦Ë,60.80,1000,0,,252,116H¤é²±·s¦Ë,61.10,0,1000 
253,116H¤é²±·s¦Ë,61.20,1000,0,,254,116i¤é²±¾ðªL,59.90,1000,0 
255,116i¤é²±¾ðªL,60.50,1000,0,,256,116i¤é²±¾ðªL,60.60,0,1000 
257,116i¤é²±¾ðªL,61.00,0,1000,,258,116i¤é²±¾ðªL,61.20,0,1000 
259,116j¤é²±ÀY¥÷,59.80,0,1000,,260,116j¤é²±ÀY¥÷,60.10,1000,0 
261,116j¤é²±ÀY¥÷,60.70,0,1000,,262,116j¤é²±ÀY¥÷,61.30,1000,0 
263,116J¤é²±¤¤¤s,60.20,1000,0,,264,116J¤é²±¤¤¤s,60.80,0,1000 
265,116J¤é²±¤¤¤s,60.90,1000,0,,266,116k¤é²±¥_°ª,60.50,0,1000 
267,116k¤é²±¥_°ª,60.90,0,4000,,268,116K¤é²±ªá½¬,59.60,2000,0 
269,116K¤é²±ªá½¬,60.50,2000,0,,270,116K¤é²±ªá½¬,60.90,0,1000 
271,116K¤é²±ªá½¬,61.00,1000,0,,272,116L¤é²±¤j¼[,60.40,1000,0 
273,116L¤é²±¤j¼[,60.50,0,3000,,274,116L¤é²±¤j¼[,61.20,0,1 
275,116m¤é²±©M¬ü,60.60,1000,0,,276,116m¤é²±©M¬ü,61.00,0,2000 
277,116M¤é²±«ÌªF,59.80,1000,0,,278,116M¤é²±«ÌªF,60.20,1000,0 
279,116M¤é²±«ÌªF,60.30,1000,2000,,280,116M¤é²±«ÌªF,60.50,0,1000 
281,116M¤é²±«ÌªF,60.90,2000,0,,282,116M¤é²±«ÌªF,61.20,0,2000 
283,116M¤é²±«ÌªF,61.30,0,2000,,284,116M¤é²±«ÌªF,61.50,0,1000 
285,116N¤é²±¥Ã±d,60.10,1000,2000,,286,116N¤é²±¥Ã±d,60.20,2000,0 
287,116N¤é²±¥Ã±d,60.30,3000,0,,288,116N¤é²±¥Ã±d,60.40,4000,2000 
289,116N¤é²±¥Ã±d,60.50,0,3000,,290,116N¤é²±¥Ã±d,60.60,5000,0 
291,116N¤é²±¥Ã±d,60.90,5000,1000,,292,116N¤é²±¥Ã±d,61.00,0,2000 
293,116P¤é²±«H¸q,60.00,2000,0,,294,116P¤é²±«H¸q,60.10,6000,0 
295,116P¤é²±«H¸q,60.20,3000,0,,296,116P¤é²±«H¸q,60.30,2000,0 
297,116P¤é²±«H¸q,60.40,1000,0,,298,116P¤é²±«H¸q,60.50,2000,0 
299,116P¤é²±«H¸q,60.70,0,6000,,300,116P¤é²±«H¸q,60.90,1000,0 
301,116P¤é²±«H¸q,61.20,0,6000,,302,116Q¤é²±¤GªL,60.30,1000,0 
303,116Q¤é²±¤GªL,60.50,1000,1000,,304,116Q¤é²±¤GªL,60.60,1000,0 
305,116Q¤é²±¤GªL,60.80,0,1000,,306,116Q¤é²±¤GªL,60.90,1000,0 
307,116r¤é²±¤å¤Æ,60.50,1000,0,,308,116r¤é²±¤å¤Æ,60.60,1000,0 
309,116s¤é²±¤g«°,60.00,10000,0,,310,116s¤é²±¤g«°,60.30,5000,3000 
311,116s¤é²±¤g«°,60.50,1000,2000,,312,116s¤é²±¤g«°,60.60,0,10000 
313,116s¤é²±¤g«°,60.80,0,5000,,314,116s¤é²±¤g«°,60.90,2000,4000 
315,116s¤é²±¤g«°,61.00,0,1000,,316,116s¤é²±¤g«°,61.10,1000,0 
317,116S¤é²±·s²ø,60.50,0,2000,,318,116S¤é²±·s²ø,60.70,0,1000 
319,116S¤é²±·s²ø,61.20,5000,0,,320,116U¤é²±®ç¶é,60.60,1000,0 
321,116V¤é²±¤æ¤»,61.30,1000,0,,322,116X¤é²±©yÄõ,60.30,0,2000 
323,116X¤é²±©yÄõ,60.60,0,10000,,324,116Z¤é²±¤¤©M,59.90,0,1000 
325,116Z¤é²±¤¤©M,60.00,0,2000,,326,116Z¤é²±¤¤©M,60.20,0,10000 
327,116Z¤é²±¤¤©M,60.30,0,5000,,328,116Z¤é²±¤¤©M,60.40,0,5000 
329,116Z¤é²±¤¤©M,60.50,5000,0,,330,116Z¤é²±¤¤©M,60.60,1000,1000 
331,116Z¤é²±¤¤©M,60.70,0,8000,,332,116Z¤é²±¤¤©M,60.90,0,2000 
333,116Z¤é²±¤¤©M,61.00,0,3000,,334,116Z¤é²±¤¤©M,61.10,1000,0 
335,116Z¤é²±¤¤©M,61.20,2000,0,,336,1230¹ü    »È,60.50,1000,0 
337,1230¹ü    »È,60.80,0,1000,,338,1232¹ü»È¤C½å,61.00,0,1000 
339,1233¹ü»È¥x¤¤,60.10,0,1000,,340,1260§»    »·,60.20,2000,0 
341,1260§»    »·,60.50,1000,0,,342,1260§»    »·,60.60,1000,1000 
343,1260§»    »·,60.70,0,1000,,344,1260§»    »·,60.90,5000,2000 
345,1260§»    »·,61.00,6000,0,,346,1260§»    »·,61.10,0,5000 
347,1260§»    »·,61.20,0,5000,,348,1260§»    »·,61.60,0,1000 
349,1262§»»·®ç¶é,59.90,1000,0,,350,1262§»»·®ç¶é,60.50,0,2000 
351,1262§»»·®ç¶é,60.60,1000,4000,,352,1262§»»·®ç¶é,60.70,46000,1000 
353,1262§»»·®ç¶é,60.90,34000,0,,354,1262§»»·®ç¶é,61.00,1000,1000 
355,126D§»»·¥x«n,60.30,1000,0,,356,126H§»»·¤¤©M,60.50,0,3000 
357,126H§»»·¤¤©M,60.70,1000,0,,358,126H§»»·¤¤©M,60.80,1000,0 
359,126H§»»·¤¤©M,61.30,1000,0,,360,126L§»»·¥x¤¤,60.50,0,1000 
361,126L§»»·¥x¤¤,60.70,0,1000,,362,126U§»»·À]«e,60.10,1000,0 
363,126U§»»·À]«e,60.50,6000,0,,364,126U§»»·À]«e,61.20,0,1000 
365,126X§»»··s¤Æ,60.90,1000,0,,366,1380¥xÆW¶×¥ß,59.80,2000,0 
367,1380¥xÆW¶×¥ß,59.90,2000,0,,368,1380¥xÆW¶×¥ß,60.00,4000,0 
369,1380¥xÆW¶×¥ß,60.10,5000,0,,370,1380¥xÆW¶×¥ß,60.20,17000,0 
371,1380¥xÆW¶×¥ß,60.30,23000,0,,372,1380¥xÆW¶×¥ß,60.40,24000,0 
373,1380¥xÆW¶×¥ß,60.50,34000,0,,374,1380¥xÆW¶×¥ß,60.60,61000,0 
375,1380¥xÆW¶×¥ß,60.70,45000,0,,376,1380¥xÆW¶×¥ß,60.80,8000,0 
377,1380¥xÆW¶×¥ß,60.90,44000,0,,378,1380¥xÆW¶×¥ß,61.00,37000,0 
379,1380¥xÆW¶×¥ß,61.10,60000,0,,380,1380¥xÆW¶×¥ß,61.20,7000,0 
381,1380¥xÆW¶×¥ß,61.30,6000,0,,382,1440¬üªL,59.70,0,7000 
383,1440¬üªL,59.80,1000,4000,,384,1440¬üªL,59.90,3000,14000 
385,1440¬üªL,60.00,40000,8000,,386,1440¬üªL,60.10,8000,10000 
387,1440¬üªL,60.20,11000,11000,,388,1440¬üªL,60.30,10000,19000 
389,1440¬üªL,60.40,33000,20000,,390,1440¬üªL,60.50,10000,57000 
391,1440¬üªL,60.60,11000,31000,,392,1440¬üªL,60.70,13000,17000 
393,1440¬üªL,60.80,36000,6000,,394,1440¬üªL,60.90,5000,12000 
395,1440¬üªL,61.00,108000,65000,,396,1440¬üªL,61.10,25000,30000 
397,1440¬üªL,61.20,3000,24000,,398,1440¬üªL,61.30,13000,7000 
399,1440¬üªL,61.40,0,1000,,400,1440¬üªL,61.50,0,2000 
401,1470¥xÆW¼¯®Ú,59.80,0,12000,,402,1470¥xÆW¼¯®Ú,60.00,1000,23000 
403,1470¥xÆW¼¯®Ú,60.10,0,15000,,404,1470¥xÆW¼¯®Ú,60.20,1000,4000 
405,1470¥xÆW¼¯®Ú,60.30,0,1000,,406,1470¥xÆW¼¯®Ú,60.40,0,23000 
407,1470¥xÆW¼¯®Ú,60.50,5000,55000,,408,1470¥xÆW¼¯®Ú,60.60,20000,46000 
409,1470¥xÆW¼¯®Ú,60.70,1000,15000,,410,1470¥xÆW¼¯®Ú,60.80,0,2000 
411,1470¥xÆW¼¯®Ú,60.90,0,32000,,412,1470¥xÆW¼¯®Ú,61.00,0,88000 
413,1470¥xÆW¼¯®Ú,61.10,1000,18000,,414,1470¥xÆW¼¯®Ú,61.20,0,4000 
415,1480¬ü°Ó°ª²±,60.40,1000,0,,416,1480¬ü°Ó°ª²±,60.50,4000,0 
417,1480¬ü°Ó°ª²±,60.60,7000,0,,418,1480¬ü°Ó°ª²±,60.70,2000,0 
419,1520·ç¤h«H¶U,59.70,0,1000,,420,1520·ç¤h«H¶U,59.80,29000,48000 
421,1520·ç¤h«H¶U,59.90,2000,9000,,422,1520·ç¤h«H¶U,60.00,4000,25000 
423,1520·ç¤h«H¶U,60.10,6000,33000,,424,1520·ç¤h«H¶U,60.20,1000,24000 
425,1520·ç¤h«H¶U,60.30,1000,45000,,426,1520·ç¤h«H¶U,60.40,1000,75000 
427,1520·ç¤h«H¶U,60.50,1000,72000,,428,1520·ç¤h«H¶U,60.60,0,51000 
429,1520·ç¤h«H¶U,60.70,2000,50000,,430,1520·ç¤h«H¶U,60.80,1000,25000 
431,1520·ç¤h«H¶U,60.90,1000,30000,,432,1520·ç¤h«H¶U,61.00,0,47000 
433,1520·ç¤h«H¶U,61.10,0,25000,,434,1520·ç¤h«H¶U,61.20,0,19000 
435,1520·ç¤h«H¶U,61.30,0,3000,,436,1520·ç¤h«H¶U,61.40,0,5000 
437,1560´ä°Ó³¥§ø,59.80,0,31000,,438,1560´ä°Ó³¥§ø,60.00,0,7000 
439,1560´ä°Ó³¥§ø,60.20,0,1000,,440,1560´ä°Ó³¥§ø,60.30,3000,4000 
441,1560´ä°Ó³¥§ø,60.40,24000,8000,,442,1560´ä°Ó³¥§ø,60.50,1000,7000 
443,1560´ä°Ó³¥§ø,60.60,0,31000,,444,1560´ä°Ó³¥§ø,60.70,0,7000 
445,1560´ä°Ó³¥§ø,60.90,4000,38000,,446,1560´ä°Ó³¥§ø,61.00,9000,20000 
447,1560´ä°Ó³¥§ø,61.10,0,24000,,448,1560´ä°Ó³¥§ø,61.20,0,32000 
449,1560´ä°Ó³¥§ø,61.30,0,10000,,450,1570´ä°Óªk¿³,60.90,0,3000 
451,1570´ä°Óªk¿³,61.00,0,4000,,452,1570´ä°Óªk¿³,61.10,0,4000 
453,1570´ä°Óªk¿³,61.20,0,2000,,454,1570´ä°Óªk¿³,61.30,0,8000 
455,1570´ä°Óªk¿³,61.40,0,11000,,456,1570´ä°Óªk¿³,61.50,0,4000 
457,1590ªáºXÀô²y,59.70,1000,0,,458,1590ªáºXÀô²y,60.00,2000,0 
459,1590ªáºXÀô²y,60.10,2000,0,,460,1590ªáºXÀô²y,60.30,3000,0 
461,1590ªáºXÀô²y,60.40,5000,0,,462,1590ªáºXÀô²y,60.50,7000,0 
463,1590ªáºXÀô²y,60.60,8000,0,,464,1590ªáºXÀô²y,60.70,4000,0 
465,1590ªáºXÀô²y,60.80,2000,0,,466,1590ªáºXÀô²y,60.90,3000,0 
467,1590ªáºXÀô²y,61.00,3000,0,,468,1590ªáºXÀô²y,61.10,6000,0 
469,1650·ç»È,60.00,0,1000,,470,1650·ç»È,60.30,0,1000 
471,1650·ç»È,60.50,0,1000,,472,1650·ç»È,60.70,0,1000 
473,1650·ç»È,60.80,0,1000,,474,1650·ç»È,61.00,0,1000 
475,1650·ç»È,61.10,0,3000,,476,1650·ç»È,61.20,0,1000 
477,2180¨È    ªF,60.00,0,2000,,478,2181¨ÈªFªO¾ô,60.30,0,1000 
479,2181¨ÈªFªO¾ô,60.50,1000,0,,480,2181¨ÈªFªO¾ô,60.60,0,1000 
481,2181¨ÈªFªO¾ô,60.80,1000,0,,482,2181¨ÈªFªO¾ô,61.00,0,1000 
483,2181¨ÈªFªO¾ô,61.10,2000,0,,484,2185¨ÈªF¥x«n,59.90,0,1000 
485,2185¨ÈªF¥x«n,60.40,0,1000,,486,2185¨ÈªF¥x«n,60.50,1000,0 
487,2185¨ÈªF¥x«n,60.60,0,1000,,488,2185¨ÈªF¥x«n,61.40,1000,0 
489,2186¨ÈªF°ª¶¯,61.00,1000,0,,490,2186¨ÈªF°ª¶¯,61.20,1000,0 
491,5050¤j    ®i,61.00,0,1000,,492,5112´I¶©ªø¦w,61.00,2000,0 
493,5262¤j¼y·¨±ö,60.50,0,1000,,494,5263¤j¼y®õ¤s,60.90,0,1000 
495,5263¤j¼y®õ¤s,61.00,0,2000,,496,5264¤j¼y°ª¶¯,60.60,1000,0 
497,5265¤j¼y­]®ß,60.60,0,1000,,498,5265¤j¼y­]®ß,60.80,1000,0 
499,5266¤j¼y¤¤Ãc,60.70,0,1000,,500,5266¤j¼y¤¤Ãc,61.00,0,1000 
501,5269¤j¼y¥x¤¤,60.20,1000,0,,502,5269¤j¼y¥x¤¤,61.20,0,1000 
503,526K¤j¼y´I¶¶,60.50,1000,0,,504,526K¤j¼y´I¶¶,60.90,1000,0 
505,526K¤j¼y´I¶¶,61.00,0,1000,,506,526K¤j¼y´I¶¶,61.20,0,1000 
507,5320°ª    ¾ô,60.00,0,1000,,508,5320°ª    ¾ô,60.60,0,2000 
509,5320°ª    ¾ô,60.70,0,15000,,510,5320°ª    ¾ô,60.80,1000,0 
511,5320°ª    ¾ô,60.90,1000,1000,,512,5320°ª    ¾ô,61.00,15000,0 
513,5321°ª¾ôÀs¼æ,60.40,1000,1000,,514,5321°ª¾ôÀs¼æ,60.50,0,1000 
515,5321°ª¾ôÀs¼æ,60.60,2000,11000,,516,5321°ª¾ôÀs¼æ,61.10,1000,0 
517,5321°ª¾ôÀs¼æ,61.20,10000,0,,518,5381²Ä¤@­ûªL,60.60,1000,0 
519,5382²Ä¤@¥x¤¤,60.00,2000,0,,520,5382²Ä¤@¥x¤¤,61.00,1000,0 
521,5383²Ä¤@°ª¶¯,60.50,1000,2000,,522,5383²Ä¤@°ª¶¯,60.60,1000,0 
523,5383²Ä¤@°ª¶¯,60.90,1000,0,,524,5383²Ä¤@°ª¶¯,61.00,0,2000 
